Zone,Fish type,Species,Season,Year,Number of Boated catch,Weight in Kgs,Tagged fish,Hours,CPUE,Released weight (weight - boated),Calculated length
Kilifi,Mako Shark,Isurus oxyrinchus,2002/2003,2003,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2002/2003,2003,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2003/2004,2004,1,100,1,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,2003/2004,2004,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,2003/2004,2004,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2003/2004,2004,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2003/2004,2004,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2003/2004,2004,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2004/2005,2005,1,50,1,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,2004/2005,2005,2,210,2,7,0.3,,
Shimoni,Mako Shark,Isurus oxyrinchus,2004/2005,2005,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2004/2005,2005,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2004/2005,2005,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2004/2005,2005,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2005/2006,2006,102,0,0,7,14.6,,
Watamu,Mako Shark,Isurus oxyrinchus,2005/2006,2006,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,2005/2006,2006,1,77,1,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2005/2006,2006,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2005/2006,2006,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2005/2006,2006,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2006/2007,2007,2,290,2,7,0.3,,
Watamu,Mako Shark,Isurus oxyrinchus,2006/2007,2007,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,2006/2007,2007,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2006/2007,2007,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2006/2007,2007,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2006/2007,2007,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2007/2008,2008,1,50,1,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,2007/2008,2008,1,220,1,7,0.1,,
Shimoni,Mako Shark,Isurus oxyrinchus,2007/2008,2008,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2007/2008,2008,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2007/2008,2008,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2007/2008,2008,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2008/2009,2009,2,120,2,7,0.3,,
Watamu,Mako Shark,Isurus oxyrinchus,2008/2009,2009,1,80,1,7,0.1,,
Shimoni,Mako Shark,Isurus oxyrinchus,2008/2009,2009,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2008/2009,2009,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2008/2009,2009,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2008/2009,2009,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2009/2010,2010,1,70,0,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,2009/2010,2010,1,80,1,7,0.1,,
Shimoni,Mako Shark,Isurus oxyrinchus,2009/2010,2010,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2009/2010,2010,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2009/2010,2010,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2009/2010,2010,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2010/2011,2011,1,70,0,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,2010/2011,2011,2,0,2,7,0.3,,
Shimoni,Mako Shark,Isurus oxyrinchus,2010/2011,2011,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2010/2011,2011,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2010/2011,2011,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2010/2011,2011,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2011/2012,2012,0,0,0,7,0.0,,
Watamu,Mako Shark,Isurus oxyrinchus,2011/2012,2012,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,2011/2012,2012,1,90,1,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2011/2012,2012,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2011/2012,2012,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2011/2012,2012,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2012/2013,2013,1,40,1,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,2012/2013,2013,1,50,1,7,0.1,,
Shimoni,Mako Shark,Isurus oxyrinchus,2012/2013,2013,1,10,1,7,0.1,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2012/2013,2013,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2012/2013,2013,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2012/2013,2013,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2013/2014,2014,1,43,0,7,0.1,,
Watamu,Mako Shark,Isurus oxyrinchus,2013/2014,2014,6,380,5,7,0.9,,
Shimoni,Mako Shark,Isurus oxyrinchus,2013/2014,2014,2,75,2,7,0.3,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2013/2014,2014,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2013/2014,2014,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2013/2014,2014,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Isurus oxyrinchus,2014/2015,2015,0,0,0,7,0.0,,
Watamu,Mako Shark,Isurus oxyrinchus,2014/2015,2015,0,0,0,7,0.0,,
Shimoni,Mako Shark,Isurus oxyrinchus,2014/2015,2015,0,0,0,7,0.0,,
Mtwapa & Mombasa,Mako Shark,Isurus oxyrinchus,2014/2015,2015,0,0,0,7,0.0,,
Kilifi,Mako Shark,Isurus oxyrinchus,2014/2015,2015,0,0,0,7,0.0,,
Lamu & Kiwayu,Mako Shark,Isurus oxyrinchus,2014/2015,2015,0,0,0,7,0.0,,
Malindi & Ngomeni,Mako Shark,Istiophorus platypterus,1990/1991,1991,1712,40847,0,7,244.6,,
Watamu,Sailfish,Istiophorus platypterus,1990/1991,1991,464,11334,0,7,66.3,,
Shimoni,Sailfish,Istiophorus platypterus,1990/1991,1991,35,1364,0,7,5.0,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1990/1991,1991,130,3322,0,7,18.6,,
Kilifi,Sailfish,Istiophorus platypterus,1990/1991,1991,11,309,0,7,1.6,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1990/1991,1991,1,29,0,7,0.1,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1991/1992,1992,2919,97712.3,937,7,417.0,,
Watamu,Sailfish,Istiophorus platypterus,1991/1992,1992,869,11423,434,7,124.1,,
Shimoni,Sailfish,Istiophorus platypterus,1991/1992,1992,221,6277,26,7,31.6,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1991/1992,1992,312,7844,14,7,44.6,,
Kilifi,Sailfish,Istiophorus platypterus,1991/1992,1992,43,1093,5,7,6.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1991/1992,1992,225,147,6,7,32.1,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1992/1993,1993,1655,39610.5,481,7,236.4,,
Watamu,Sailfish,Istiophorus platypterus,1992/1993,1993,761,8112,533,7,108.7,,
Shimoni,Sailfish,Istiophorus platypterus,1992/1993,1993,180,3914,112,7,25.7,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1992/1993,1993,260,5425.3,10,7,37.1,,
Kilifi,Sailfish,Istiophorus platypterus,1992/1993,1993,31,891,10,7,4.4,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1992/1993,1993,145,153,6,7,20.7,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1993/1994,1994,1897,48197.1,411,7,271.0,,
Watamu,Sailfish,Istiophorus platypterus,1993/1994,1994,764,19449.2,496,7,109.1,,
Shimoni,Sailfish,Istiophorus platypterus,1993/1994,1994,100,2776.2,64,7,14.3,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1993/1994,1994,203,6123.3,19,7,29.0,,
Kilifi,Sailfish,Istiophorus platypterus,1993/1994,1994,42,1159.1,27,7,6.0,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1993/1994,1994,96,349,80,7,13.7,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1994/1995,1995,3502,76522,762,7,500.3,,
Watamu,Sailfish,Istiophorus platypterus,1994/1995,1995,1677,12724,1197,7,239.6,,
Shimoni,Sailfish,Istiophorus platypterus,1994/1995,1995,283,3136,161,7,40.4,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1994/1995,1995,525,11408,98,7,75.0,,
Kilifi,Sailfish,Istiophorus platypterus,1994/1995,1995,115,2664,17,7,16.4,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1994/1995,1995,187,4675,179,7,26.7,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1995/1996,1996,1479,36288,408,7,211.3,,
Watamu,Sailfish,Istiophorus platypterus,1995/1996,1996,1366,8568,1041,7,195.1,,
Shimoni,Sailfish,Istiophorus platypterus,1995/1996,1996,232,5979,179,7,33.1,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1995/1996,1996,199,5356,10,7,28.4,,
Kilifi,Sailfish,Istiophorus platypterus,1995/1996,1996,70,905,0,7,10.0,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1995/1996,1996,56,25,55,7,8.0,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1996/1997,1997,2164,57850,624,7,309.1,,
Watamu,Sailfish,Istiophorus platypterus,1996/1997,1997,1340,10509,1071,7,191.4,,
Shimoni,Sailfish,Istiophorus platypterus,1996/1997,1997,567,15051,179,7,81.0,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1996/1997,1997,236,5926,29,7,33.7,,
Kilifi,Sailfish,Istiophorus platypterus,1996/1997,1997,164,3141,111,7,23.4,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1996/1997,1997,100,138,95,7,14.3,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1997/1998,1998,960,23019.4,346,7,137.1,,
Watamu,Sailfish,Istiophorus platypterus,1997/1998,1998,952,8542,710,7,136.0,,
Shimoni,Sailfish,Istiophorus platypterus,1997/1998,1998,239,6341.5,209,7,34.1,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1997/1998,1998,175,4946.7,34,7,25.0,,
Kilifi,Sailfish,Istiophorus platypterus,1997/1998,1998,58,682,30,7,8.3,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1997/1998,1998,44,0,0,7,6.3,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1998/1999,1999,847,13774,336,7,121.0,,
Watamu,Sailfish,Istiophorus platypterus,1998/1999,1999,915,6740,709,7,130.7,,
Shimoni,Sailfish,Istiophorus platypterus,1998/1999,1999,201,1413,189,7,28.7,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1998/1999,1999,105,2180,20,7,15.0,,
Kilifi,Sailfish,Istiophorus platypterus,1998/1999,1999,127,1222,81,7,18.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1998/1999,1999,56,16,55,7,8.0,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,1999/2000,2000,828,37572.7,720,7,118.3,,
Watamu,Sailfish,Istiophorus platypterus,1999/2000,2000,1584,18061,1058,7,226.3,,
Shimoni,Sailfish,Istiophorus platypterus,1999/2000,2000,354,360,338,7,50.6,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,1999/2000,2000,216,2302,117,7,30.9,,
Kilifi,Sailfish,Istiophorus platypterus,1999/2000,2000,87,1292,62,7,12.4,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,1999/2000,2000,127,3156,122,7,18.1,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2000/2001,2001,1955,49406,974,7,279.3,,
Watamu,Sailfish,Istiophorus platypterus,2000/2001,2001,1015,5599,885,7,145.0,,
Shimoni,Sailfish,Istiophorus platypterus,2000/2001,2001,120,3701,107,7,17.1,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2000/2001,2001,59,1583,20,7,8.4,,
Kilifi,Sailfish,Istiophorus platypterus,2000/2001,2001,48,285,30,7,6.9,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2000/2001,2001,99,?,98,7,14.1,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2001/2002,2002,564,15243,311,7,80.6,,
Watamu,Sailfish,Istiophorus platypterus,2001/2002,2002,460,1713,393,7,65.7,,
Shimoni,Sailfish,Istiophorus platypterus,2001/2002,2002,58,526,56,7,8.3,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2001/2002,2002,56,1594,27,7,8.0,,
Kilifi,Sailfish,Istiophorus platypterus,2001/2002,2002,12,104,4,7,1.7,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2001/2002,2002,202,237,193,7,28.9,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2002/2003,2003,647,11220,413,7,92.4,,
Watamu,Sailfish,Istiophorus platypterus,2002/2003,2003,448,9918,416,7,64.0,,
Shimoni,Sailfish,Istiophorus platypterus,2002/2003,2003,27,774,26,7,3.9,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2002/2003,2003,36,997,21,7,5.1,,
Kilifi,Sailfish,Istiophorus platypterus,2002/2003,2003,4,42,2,7,0.6,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2002/2003,2003,208,95,205,7,29.7,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2003/2004,2004,990,24753,728,7,141.4,,
Watamu,Sailfish,Istiophorus platypterus,2003/2004,2004,575,14531.5,510,7,82.1,,
Shimoni,Sailfish,Istiophorus platypterus,2003/2004,2004,59,876,56,7,8.4,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2003/2004,2004,59,1215.9,38,7,8.4,,
Kilifi,Sailfish,Istiophorus platypterus,2003/2004,2004,36,884,32,7,5.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2003/2004,2004,81,47,79,7,11.6,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2004/2005,2005,1072,28446.5,898,7,153.1,,
Watamu,Sailfish,Istiophorus platypterus,2004/2005,2005,1143,29236.5,1063,7,163.3,,
Shimoni,Sailfish,Istiophorus platypterus,2004/2005,2005,106,2764,105,7,15.1,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2004/2005,2005,101,2603,66,7,14.4,,
Kilifi,Sailfish,Istiophorus platypterus,2004/2005,2005,25,0,25,7,3.6,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2004/2005,2005,174,4320,170,7,24.9,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2005/2006,2006,1263,2114,1056,7,180.4,,
Watamu,Sailfish,Istiophorus platypterus,2005/2006,2006,1229,25744.5,1151,7,175.6,,
Shimoni,Sailfish,Istiophorus platypterus,2005/2006,2006,37,974.3,37,7,5.3,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2005/2006,2006,56,1330.1,46,7,8.0,,
Kilifi,Sailfish,Istiophorus platypterus,2005/2006,2006,29,0,28,7,4.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2005/2006,2006,96,0,91,7,13.7,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2006/2007,2007,934,26564.5,716,7,133.4,,
Watamu,Sailfish,Istiophorus platypterus,2006/2007,2007,812,20019.5,728,7,116.0,,
Shimoni,Sailfish,Istiophorus platypterus,2006/2007,2007,90,2209.1,88,7,12.9,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2006/2007,2007,17,253.5,8,7,2.4,,
Kilifi,Sailfish,Istiophorus platypterus,2006/2007,2007,41,0,0,7,5.9,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2006/2007,2007,145,0,142,7,20.7,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2007/2008,2008,1699,46035,1394,7,242.7,,
Watamu,Sailfish,Istiophorus platypterus,2007/2008,2008,1625,41812,1570,7,232.1,,
Shimoni,Sailfish,Istiophorus platypterus,2007/2008,2008,146,3740,141,7,20.9,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2007/2008,2008,94,0,80,7,13.4,,
Kilifi,Sailfish,Istiophorus platypterus,2007/2008,2008,65,0,65,7,9.3,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2007/2008,2008,354,1038,349,7,50.6,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2008/2009,2009,2993,86914,2342,7,427.6,,
Watamu,Sailfish,Istiophorus platypterus,2008/2009,2009,3496,87462,3281,7,499.4,,
Shimoni,Sailfish,Istiophorus platypterus,2008/2009,2009,130,3114.5,129,7,18.6,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2008/2009,2009,98,3077,79,7,14.0,,
Kilifi,Sailfish,Istiophorus platypterus,2008/2009,2009,32,828.3,0,7,4.6,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2008/2009,2009,158,4108,156,7,22.6,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2009/2010,2010,2507,53527,1495,7,358.1,,
Watamu,Sailfish,Istiophorus platypterus,2009/2010,2010,3496,87462,3281,7,499.4,,
Shimoni,Sailfish,Istiophorus platypterus,2009/2010,2010,74,1692.8,73,7,10.6,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2009/2010,2010,87,1815,78,7,12.4,,
Kilifi,Sailfish,Istiophorus platypterus,2009/2010,2010,176,4188,176,7,25.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2009/2010,2010,172,615,134,7,24.6,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2010/2011,2011,2570,53527,1495,7,367.1,,
Watamu,Sailfish,Istiophorus platypterus,2010/2011,2011,2490,35046,2103,7,355.7,,
Shimoni,Sailfish,Istiophorus platypterus,2010/2011,2011,74,1692.8,73,7,10.6,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2010/2011,2011,87,1815,78,7,12.4,,
Kilifi,Sailfish,Istiophorus platypterus,2010/2011,2011,176,4188,163,7,25.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2010/2011,2011,172,615,134,7,24.6,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2011/2012,2012,1280,35222,967,7,182.9,,
Watamu,Sailfish,Istiophorus platypterus,2011/2012,2012,1195,24879,1057,7,170.7,,
Shimoni,Sailfish,Istiophorus platypterus,2011/2012,2012,141,2516,86,7,20.1,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2011/2012,2012,42,1235,37,7,6.0,,
Kilifi,Sailfish,Istiophorus platypterus,2011/2012,2012,64,1590,62,7,9.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2011/2012,2012,278,6392,277,7,39.7,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2012/2013,2013,1104,30625,720,7,157.7,,
Watamu,Sailfish,Istiophorus platypterus,2012/2013,2013,1074,18330,948,7,153.4,,
Shimoni,Sailfish,Istiophorus platypterus,2012/2013,2013,94,3536,88,7,13.4,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2012/2013,2013,47,183,34,7,6.7,,
Kilifi,Sailfish,Istiophorus platypterus,2012/2013,2013,44,397.3,31,7,6.3,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2012/2013,2013,27,200,27,7,3.9,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2013/2014,2014,457,11415,341,7,65.3,,
Watamu,Sailfish,Istiophorus platypterus,2013/2014,2014,360,5312,275,7,51.4,,
Shimoni,Sailfish,Istiophorus platypterus,2013/2014,2014,43,1329,38,7,6.1,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2013/2014,2014,37,0,25,7,5.3,,
Kilifi,Sailfish,Istiophorus platypterus,2013/2014,2014,31,775,31,7,4.4,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2013/2014,2014,43,0,43,7,6.1,,
Malindi & Ngomeni,Sailfish,Istiophorus platypterus,2014/2015,2015,298,475,221,7,42.6,,
Watamu,Sailfish,Istiophorus platypterus,2014/2015,2015,177,2131,158,7,25.3,,
Shimoni,Sailfish,Istiophorus platypterus,2014/2015,2015,6,320,5,7,0.9,,
Mtwapa & Mombasa,Sailfish,Istiophorus platypterus,2014/2015,2015,102,132,31,7,14.6,,
Kilifi,Sailfish,Istiophorus platypterus,2014/2015,2015,22,563,18,7,3.1,,
Lamu & Kiwayu,Sailfish,Istiophorus platypterus,2014/2015,2015,15,52,14,7,2.1,,
Malindi & Ngomeni,Sailfish,Kajikia audax,1990/1991,1991,28,1175,0,7,4.0,,
Watamu,Striped Marlin,Kajikia audax,1990/1991,1991,66,3014,0,7,9.4,,
Shimoni,Striped Marlin,Kajikia audax,1990/1991,1991,63,3294,0,7,9.0,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1990/1991,1991,34,1471,0,7,4.9,,
Kilifi,Striped Marlin,Kajikia audax,1990/1991,1991,9,428,0,7,1.3,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1990/1991,1991,0,0,0,7,0.0,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1991/1992,1992,71,4570.9,18,7,10.1,,
Watamu,Striped Marlin,Kajikia audax,1991/1992,1992,77,4094,60,7,11.0,,
Shimoni,Striped Marlin,Kajikia audax,1991/1992,1992,100,5768,7,7,14.3,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1991/1992,1992,46,2350,1,7,6.6,,
Kilifi,Striped Marlin,Kajikia audax,1991/1992,1992,28,1548,0,7,4.0,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1991/1992,1992,3,0,3,7,0.4,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1992/1993,1993,50,2534.7,20,7,7.1,,
Watamu,Striped Marlin,Kajikia audax,1992/1993,1993,127,3625,62,7,18.1,,
Shimoni,Striped Marlin,Kajikia audax,1992/1993,1993,142,5921,45,7,20.3,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1992/1993,1993,29,1486.9,3,7,4.1,,
Kilifi,Striped Marlin,Kajikia audax,1992/1993,1993,16,821,4,7,2.3,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1992/1993,1993,14,278,5,7,2.0,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1993/1994,1994,35,1717,12,7,5.0,,
Watamu,Striped Marlin,Kajikia audax,1993/1994,1994,105,5390,63,7,15.0,,
Shimoni,Striped Marlin,Kajikia audax,1993/1994,1994,97,5341.1,28,7,13.9,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1993/1994,1994,8,278,2,7,1.1,,
Kilifi,Striped Marlin,Kajikia audax,1993/1994,1994,10,512.9,5,7,1.4,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1993/1994,1994,4,70,3,7,0.6,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1994/1995,1995,37,1389,10,7,5.3,,
Watamu,Striped Marlin,Kajikia audax,1994/1995,1995,83,1706,51,7,11.9,,
Shimoni,Striped Marlin,Kajikia audax,1994/1995,1995,94,3988,35,7,13.4,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1994/1995,1995,31,1370,3,7,4.4,,
Kilifi,Striped Marlin,Kajikia audax,1994/1995,1995,19,908,5,7,2.7,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1994/1995,1995,0,0,0,7,0.0,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1995/1996,1996,79,3842,46,7,11.3,,
Watamu,Striped Marlin,Kajikia audax,1995/1996,1996,199,3256,145,7,28.4,,
Shimoni,Striped Marlin,Kajikia audax,1995/1996,1996,194,11042,132,7,27.7,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1995/1996,1996,43,2382,3,7,6.1,,
Kilifi,Striped Marlin,Kajikia audax,1995/1996,1996,19,616,0,7,2.7,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1995/1996,1996,1,60,1,7,0.1,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1996/1997,1997,52,2705,27,7,7.4,,
Watamu,Striped Marlin,Kajikia audax,1996/1997,1997,164,2814,129,7,23.4,,
Shimoni,Striped Marlin,Kajikia audax,1996/1997,1997,354,18401,305,7,50.6,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1996/1997,1997,43,2240,0,7,6.1,,
Kilifi,Striped Marlin,Kajikia audax,1996/1997,1997,15,623,12,7,2.1,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1996/1997,1997,4,75,3,7,0.6,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1997/1998,1998,11,540,6,7,1.6,,
Watamu,Striped Marlin,Kajikia audax,1997/1998,1998,34,933,20,7,4.9,,
Shimoni,Striped Marlin,Kajikia audax,1997/1998,1998,58,2340.5,47,7,8.3,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1997/1998,1998,0,61,0,7,0.0,,
Kilifi,Striped Marlin,Kajikia audax,1997/1998,1998,1,60,1,7,0.1,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1997/1998,1998,0,0,0,7,0.0,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1998/1999,1999,62,795,45,7,8.9,,
Watamu,Striped Marlin,Kajikia audax,1998/1999,1999,98,751,86,7,14.0,,
Shimoni,Striped Marlin,Kajikia audax,1998/1999,1999,645,11731,606,7,92.1,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1998/1999,1999,16,771,2,7,2.3,,
Kilifi,Striped Marlin,Kajikia audax,1998/1999,1999,30,588,18,7,4.3,,
