zone,fish_type,species,season,year,number_of_boated_catch,weight_in_kgs,tagged_fish,hours,cpue,released_weight_weight_boated,calculated_length,wrong_entry,average_weight,release_weight
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2003/2004,2004,3495,33566,0,7,499.3,,,no,9.6,0
Watamu,Yellowfin tuna,Thunnus albacares,2003/2004,2004,1450,13073.5,0,7,207.1,,,no,9.02,0
Shimoni,Yellowfin tuna,Thunnus albacares,2003/2004,2004,218,2244,0,7,31.1,,,no,10.29,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2003/2004,2004,470,3036.9,0,7,67.1,,,no,6.46,0
Kilifi,Yellowfin tuna,Thunnus albacares,2003/2004,2004,145,1059,0,7,20.7,,,no,7.3,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2003/2004,2004,253,2478,0,7,36.1,,,no,9.79,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2004/2005,2005,2242,26975.8,33,7,320.3,,,no,12.03,396
Watamu,Yellowfin tuna,Thunnus albacares,2004/2005,2005,3521,31711.5,0,7,503,,,no,9.01,0
Shimoni,Yellowfin tuna,Thunnus albacares,2004/2005,2005,283,3660,0,7,40.4,,,no,12.93,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2004/2005,2005,564,2042,0,7,80.6,,,no,3.62,0
Kilifi,Yellowfin tuna,Thunnus albacares,2004/2005,2005,66,231,0,7,9.4,,,no,3.5,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2004/2005,2005,355,2216.5,0,7,50.7,,,no,6.24,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2005/2006,2006,1404,9448.6,0,7,200.6,,,no,6.73,0
Watamu,Yellowfin tuna,Thunnus albacares,2005/2006,2006,853,5787,0,7,121.9,,,no,6.78,0
Shimoni,Yellowfin tuna,Thunnus albacares,2005/2006,2006,671,3453.7,0,7,95.9,,,no,5.15,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2005/2006,2006,135,828.7,0,7,19.3,,,no,6.14,0
Kilifi,Yellowfin tuna,Thunnus albacares,2005/2006,2006,12,43.4,0,7,1.7,,,no,3.62,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2005/2006,2006,197,1496,0,7,28.1,,,no,7.59,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2006/2007,2007,884,8972.1,9,7,126.3,,,no,10.15,91
Watamu,Yellowfin tuna,Thunnus albacares,2006/2007,2007,710,7175.5,0,7,101.4,,,no,10.11,0
Shimoni,Yellowfin tuna,Thunnus albacares,2006/2007,2007,177,1011.5,0,7,25.3,,,no,5.71,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2006/2007,2007,44,371.9,0,7,6.3,,,no,8.45,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2006/2007,2007,147,1689,0,7,21,,,no,11.49,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2007/2008,2008,531,8841,10,7,75.9,,,no,16.65,166
Watamu,Yellowfin tuna,Thunnus albacares,2007/2008,2008,6816,6182,0,7,973.7,,,no,0.91,0
Shimoni,Yellowfin tuna,Thunnus albacares,2007/2008,2008,111,714.6,0,7,15.9,,,no,6.44,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2007/2008,2008,21,98,0,7,3,,,no,4.67,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2007/2008,2008,196,1597,0,7,28,,,no,8.15,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2008/2009,2009,1293,7966,7,7,184.7,,,no,6.16,43
Watamu,Yellowfin tuna,Thunnus albacares,2008/2009,2009,1330,11633,25,7,190,,,no,8.75,218
Shimoni,Yellowfin tuna,Thunnus albacares,2008/2009,2009,72,545.8,0,7,10.3,,,no,7.58,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2008/2009,2009,100,872,0,7,14.3,,,no,8.72,0
Kilifi,Yellowfin tuna,Thunnus albacares,2008/2009,2009,29,108.2,0,7,4.1,,,no,3.73,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2008/2009,2009,259,223.5,0,7,37,,,no,0.86,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2009/2010,2010,949,6148,13,7,135.6,,,no,6.48,84
Watamu,Yellowfin tuna,Thunnus albacares,2009/2010,2010,1330,11633,25,7,190,,,no,8.75,218
Shimoni,Yellowfin tuna,Thunnus albacares,2009/2010,2010,53,186.2,0,7,7.6,,,no,3.51,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2009/2010,2010,51,341,0,7,7.3,,,no,6.69,0
Kilifi,Yellowfin tuna,Thunnus albacares,2009/2010,2010,17,106,0,7,2.4,,,no,6.24,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2009/2010,2010,301,3019,0,7,43,,,no,10.03,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2010/2011,2011,949,6148,13,7,135.6,,,no,6.48,84
Watamu,Yellowfin tuna,Thunnus albacares,2010/2011,2011,1216,5049,4,7,173.7,,,no,4.15,16
Shimoni,Yellowfin tuna,Thunnus albacares,2010/2011,2011,53,186.2,0,7,7.6,,,no,3.51,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2010/2011,2011,51,341,0,7,7.3,,,no,6.69,0
Kilifi,Yellowfin tuna,Thunnus albacares,2010/2011,2011,17,106,0,7,2.4,,,no,6.24,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2010/2011,2011,301,3019,0,7,43,,,no,10.03,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2011/2012,2012,1241,8851,0,7,177.3,,,no,7.13,0
Watamu,Yellowfin tuna,Thunnus albacares,2011/2012,2012,1093,7802,0,7,156.1,,,no,7.14,0
Shimoni,Yellowfin tuna,Thunnus albacares,2011/2012,2012,106,569,0,7,15.1,,,no,5.37,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2011/2012,2012,48,308,0,7,6.9,,,no,6.42,0
Kilifi,Yellowfin tuna,Thunnus albacares,2011/2012,2012,33,205,0,7,4.7,,,no,6.21,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2011/2012,2012,593,3857,0,7,84.7,,,no,6.5,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2012/2013,2013,832,30226,0,7,118.9,,,no,36.33,0
Watamu,Yellowfin tuna,Thunnus albacares,2012/2013,2013,579,4935,0,7,82.7,,,no,8.52,0
Shimoni,Yellowfin tuna,Thunnus albacares,2012/2013,2013,166,202,0,7,23.7,,,no,1.22,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2012/2013,2013,9,97,0,7,1.3,,,no,10.78,0
Kilifi,Yellowfin tuna,Thunnus albacares,2012/2013,2013,9,78.6,0,7,1.3,,,no,8.73,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2012/2013,2013,41,234,0,7,5.9,,,no,5.71,0
Malindi & Ngomeni,Yellowfin tuna,Thunnus albacares,2013/2014,2014,678,5838,0,7,96.9,,,no,8.61,0
Watamu,Yellowfin tuna,Thunnus albacares,2013/2014,2014,889,5068,0,7,127,,,no,5.7,0
Shimoni,Yellowfin tuna,Thunnus albacares,2013/2014,2014,57,411,0,7,8.1,,,no,7.21,0
Mtwapa & Mombasa,Yellowfin tuna,Thunnus albacares,2013/2014,2014,101,198,0,7,14.4,,,no,1.96,0
Kilifi,Yellowfin tuna,Thunnus albacares,2013/2014,2014,20,93,0,7,2.9,,,no,4.65,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2013/2014,2014,163,1241,0,7,23.3,,,no,7.61,0
Watamu,Yellowfin tuna,Thunnus albacares,2014/2015,2015,71,690,0,7,10.1,,,no,9.72,0
Kilifi,Yellowfin tuna,Thunnus albacares,2014/2015,2015,22,105,0,7,3.1,,,no,4.77,0
Lamu & Kiwayu,Yellowfin tuna,Thunnus albacares,2014/2015,2015,1,15,0,7,0.1,,,no,15,0
